 	Label	Area	%Area
1	20190123-017-10X_crop.jpg	17297.868	0
2	20190123-017-10X_crop.jpg	2117.621	0
3	20190123-017-10X_crop.jpg	0.002	0
4	20190123-017-10X_crop.jpg	0.115	0
5	20190123-017-10X_crop.jpg	2.245	0
6	20190123-017-10X_crop.jpg	9.104	0
7	20190123-017-10X_crop.jpg	7.643	0
8	20190123-017-10X_crop.jpg	0.034	0
9	20190123-017-10X_crop.jpg	12.751	0
10	20190123-017-10X_crop.jpg	11.469	0
11	20190123-017-10X_crop.jpg	0.017	0
12	20190123-017-10X_crop.jpg	0.002	0
13	20190123-017-10X_crop.jpg	0.007	0
14	20190123-017-10X_crop.jpg	0.038	0
15	20190123-017-10X_crop.jpg	0.065	0
16	20190123-017-10X_crop.jpg	3.702	0
17	20190123-017-10X_crop.jpg	0.002	0
18	20190123-017-10X_crop.jpg	9.191	0
19	20190123-017-10X_crop.jpg	0.007	0
20	20190123-017-10X_crop.jpg	20.152	0
21	20190123-017-10X_crop.jpg	9.758	0
22	20190123-017-10X_crop.jpg	0.120	0
23	20190123-017-10X_crop.jpg	0.036	0
24	20190123-017-10X_crop.jpg	0.048	0
25	20190123-017-10X_crop.jpg	10.511	0
26	20190123-017-10X_crop.jpg	5.039	0
27	20190123-017-10X_crop.jpg	0.053	0
28	20190123-017-10X_crop.jpg	0.891	0
29	20190123-017-10X_crop.jpg	0.002	0
30	20190123-017-10X_crop.jpg	2.657	0
31	20190123-017-10X_crop.jpg	0.002	0
32	20190123-017-10X_crop.jpg	0.002	0
33	20190123-017-10X_crop.jpg	3.587	0
34	20190123-017-10X_crop.jpg	0.002	0
35	20190123-017-10X_crop.jpg	0.199	0
36	20190123-017-10X_crop.jpg	10.518	0
37	20190123-017-10X_crop.jpg	3.740	0
38	20190123-017-10X_crop.jpg	8.757	0
39	20190123-017-10X_crop.jpg	0.002	0
40	20190123-017-10X_crop.jpg	8.819	0
41	20190123-017-10X_crop.jpg	0.002	0
42	20190123-017-10X_crop.jpg	0.002	0
43	20190123-017-10X_crop.jpg	0.144	0
44	20190123-017-10X_crop.jpg	0.012	0
45	20190123-017-10X_crop.jpg	0.036	0
46	20190123-017-10X_crop.jpg	0.141	0
47	20190123-017-10X_crop.jpg	1.270	0
48	20190123-017-10X_crop.jpg	0.079	0
49	20190123-017-10X_crop.jpg	0.010	0
50	20190123-017-10X_crop.jpg	0.007	0
51	20190123-017-10X_crop.jpg	0.002	0
52	20190123-017-10X_crop.jpg	0.005	0
53	20190123-017-10X_crop.jpg	0.750	0
54	20190123-017-10X_crop.jpg	0.002	0
55	20190123-017-10X_crop.jpg	0.079	0
56	20190123-017-10X_crop.jpg	9.562	0
57	20190123-017-10X_crop.jpg	0.434	0
58	20190123-017-10X_crop.jpg	18.994	0
