 	Label	Area	%Area
1	20190221-025-10x.jpg	18711.818	0
2	20190221-025-10x.jpg	13064.158	0
3	20190221-025-10x.jpg	1494.301	0
4	20190221-025-10x.jpg	0.829	0
5	20190221-025-10x.jpg	10.657	0
6	20190221-025-10x.jpg	0.192	0
7	20190221-025-10x.jpg	1.977	0
8	20190221-025-10x.jpg	2.132	0
9	20190221-025-10x.jpg	0.002	0
10	20190221-025-10x.jpg	5.671	0
11	20190221-025-10x.jpg	0.120	0
12	20190221-025-10x.jpg	1.531	0
13	20190221-025-10x.jpg	0.256	0
14	20190221-025-10x.jpg	0.062	0
15	20190221-025-10x.jpg	0.007	0
16	20190221-025-10x.jpg	0.158	0
17	20190221-025-10x.jpg	0.158	0
18	20190221-025-10x.jpg	0.007	0
19	20190221-025-10x.jpg	0.017	0
20	20190221-025-10x.jpg	0.055	0
21	20190221-025-10x.jpg	0.731	0
22	20190221-025-10x.jpg	0.002	0
23	20190221-025-10x.jpg	0.005	0
24	20190221-025-10x.jpg	0.129	0
25	20190221-025-10x.jpg	1.114	0
26	20190221-025-10x.jpg	0.041	0
27	20190221-025-10x.jpg	0.034	0
28	20190221-025-10x.jpg	0.022	0
29	20190221-025-10x.jpg	0.285	0
30	20190221-025-10x.jpg	0.024	0
31	20190221-025-10x.jpg	0.002	0
32	20190221-025-10x.jpg	0.611	0
33	20190221-025-10x.jpg	0.002	0
34	20190221-025-10x.jpg	2.358	0
35	20190221-025-10x.jpg	0.017	0
36	20190221-025-10x.jpg	0.472	0
37	20190221-025-10x.jpg	0.038	0
38	20190221-025-10x.jpg	0.002	0
39	20190221-025-10x.jpg	0.005	0
40	20190221-025-10x.jpg	0.005	0
41	20190221-025-10x.jpg	0.072	0
42	20190221-025-10x.jpg	1.030	0
43	20190221-025-10x.jpg	0.005	0
44	20190221-025-10x.jpg	0.007	0
45	20190221-025-10x.jpg	0.175	0
46	20190221-025-10x.jpg	0.014	0
47	20190221-025-10x.jpg	10.468	0
48	20190221-025-10x.jpg	0.012	0
49	20190221-025-10x.jpg	0.019	0
50	20190221-025-10x.jpg	0.005	0
51	20190221-025-10x.jpg	0.012	0
52	20190221-025-10x.jpg	0.546	0
53	20190221-025-10x.jpg	0.036	0
54	20190221-025-10x.jpg	0.019	0
55	20190221-025-10x.jpg	2.367	0
56	20190221-025-10x.jpg	0.062	0
57	20190221-025-10x.jpg	0.103	0
58	20190221-025-10x.jpg	0.002	0
59	20190221-025-10x.jpg	0.005	0
60	20190221-025-10x.jpg	0.002	0
61	20190221-025-10x.jpg	0.024	0
62	20190221-025-10x.jpg	0.204	0
63	20190221-025-10x.jpg	0.395	0
64	20190221-025-10x.jpg	11.704	0
65	20190221-025-10x.jpg	0.103	0
66	20190221-025-10x.jpg	0.002	0
67	20190221-025-10x.jpg	0.103	0
68	20190221-025-10x.jpg	0.002	0
69	20190221-025-10x.jpg	0.678	0
70	20190221-025-10x.jpg	0.050	0
71	20190221-025-10x.jpg	0.110	0
72	20190221-025-10x.jpg	0.084	0
73	20190221-025-10x.jpg	0.014	0
74	20190221-025-10x.jpg	0.034	0
75	20190221-025-10x.jpg	0.002	0
76	20190221-025-10x.jpg	2.195	0
77	20190221-025-10x.jpg	0.002	0
78	20190221-025-10x.jpg	0.010	0
79	20190221-025-10x.jpg	0.002	0
80	20190221-025-10x.jpg	13.431	0
81	20190221-025-10x.jpg	0.065	0
82	20190221-025-10x.jpg	3.603	0
83	20190221-025-10x.jpg	0.074	0
84	20190221-025-10x.jpg	0.002	0
85	20190221-025-10x.jpg	0.546	0
86	20190221-025-10x.jpg	0.177	0
87	20190221-025-10x.jpg	0.173	0
88	20190221-025-10x.jpg	0.086	0
89	20190221-025-10x.jpg	0.187	0
90	20190221-025-10x.jpg	0.043	0
91	20190221-025-10x.jpg	0.002	0
92	20190221-025-10x.jpg	0.031	0
93	20190221-025-10x.jpg	0.010	0
94	20190221-025-10x.jpg	0.026	0
95	20190221-025-10x.jpg	0.081	0
96	20190221-025-10x.jpg	0.002	0
97	20190221-025-10x.jpg	0.002	0
98	20190221-025-10x.jpg	0.005	0
99	20190221-025-10x.jpg	0.534	0
100	20190221-025-10x.jpg	0.841	0
101	20190221-025-10x.jpg	9.571	0
102	20190221-025-10x.jpg	0.012	0
103	20190221-025-10x.jpg	0.740	0
104	20190221-025-10x.jpg	0.002	0
105	20190221-025-10x.jpg	0.065	0
106	20190221-025-10x.jpg	0.026	0
107	20190221-025-10x.jpg	5.182	0
108	20190221-025-10x.jpg	0.031	0
109	20190221-025-10x.jpg	0.012	0
110	20190221-025-10x.jpg	0.525	0
111	20190221-025-10x.jpg	0.038	0
112	20190221-025-10x.jpg	8.987	0
113	20190221-025-10x.jpg	0.498	0
114	20190221-025-10x.jpg	0.041	0
115	20190221-025-10x.jpg	0.048	0
116	20190221-025-10x.jpg	0.261	0
117	20190221-025-10x.jpg	0.189	0
118	20190221-025-10x.jpg	0.412	0
119	20190221-025-10x.jpg	0.716	0
120	20190221-025-10x.jpg	0.002	0
121	20190221-025-10x.jpg	0.014	0
122	20190221-025-10x.jpg	0.002	0
123	20190221-025-10x.jpg	0.002	0
124	20190221-025-10x.jpg	0.012	0
125	20190221-025-10x.jpg	0.144	0
126	20190221-025-10x.jpg	0.024	0
127	20190221-025-10x.jpg	0.005	0
128	20190221-025-10x.jpg	0.010	0
129	20190221-025-10x.jpg	0.007	0
130	20190221-025-10x.jpg	0.002	0
131	20190221-025-10x.jpg	0.184	0
132	20190221-025-10x.jpg	0.079	0
133	20190221-025-10x.jpg	0.007	0
134	20190221-025-10x.jpg	0.002	0
135	20190221-025-10x.jpg	0.137	0
136	20190221-025-10x.jpg	0.141	0
137	20190221-025-10x.jpg	0.005	0
138	20190221-025-10x.jpg	0.002	0
139	20190221-025-10x.jpg	0.002	0
140	20190221-025-10x.jpg	0.007	0
141	20190221-025-10x.jpg	0.163	0
142	20190221-025-10x.jpg	0.007	0
143	20190221-025-10x.jpg	0.340	0
144	20190221-025-10x.jpg	0.137	0
145	20190221-025-10x.jpg	4.420	0
146	20190221-025-10x.jpg	0.017	0
147	20190221-025-10x.jpg	3.352	0
148	20190221-025-10x.jpg	0.081	0
149	20190221-025-10x.jpg	0.223	0
150	20190221-025-10x.jpg	0.424	0
151	20190221-025-10x.jpg	0.002	0
152	20190221-025-10x.jpg	0.038	0
153	20190221-025-10x.jpg	1.152	0
154	20190221-025-10x.jpg	9.634	0
155	20190221-025-10x.jpg	5.978	0
156	20190221-025-10x.jpg	2.686	0
157	20190221-025-10x.jpg	0.216	0
158	20190221-025-10x.jpg	0.002	0
159	20190221-025-10x.jpg	0.022	0
160	20190221-025-10x.jpg	1.656	0
161	20190221-025-10x.jpg	0.007	0
162	20190221-025-10x.jpg	0.019	0
163	20190221-025-10x.jpg	0.031	0
164	20190221-025-10x.jpg	0.002	0
165	20190221-025-10x.jpg	0.048	0
166	20190221-025-10x.jpg	2.997	0
167	20190221-025-10x.jpg	0.062	0
168	20190221-025-10x.jpg	0.086	0
169	20190221-025-10x.jpg	0.002	0
170	20190221-025-10x.jpg	1.627	0
171	20190221-025-10x.jpg	0.012	0
172	20190221-025-10x.jpg	0.012	0
173	20190221-025-10x.jpg	0.273	0
174	20190221-025-10x.jpg	0.031	0
175	20190221-025-10x.jpg	0.086	0
176	20190221-025-10x.jpg	0.002	0
177	20190221-025-10x.jpg	0.093	0
178	20190221-025-10x.jpg	0.024	0
179	20190221-025-10x.jpg	1.938	0
180	20190221-025-10x.jpg	0.017	0
181	20190221-025-10x.jpg	0.010	0
182	20190221-025-10x.jpg	0.024	0
183	20190221-025-10x.jpg	0.007	0
184	20190221-025-10x.jpg	0.005	0
185	20190221-025-10x.jpg	0.860	0
186	20190221-025-10x.jpg	0.026	0
187	20190221-025-10x.jpg	0.017	0
188	20190221-025-10x.jpg	0.196	0
189	20190221-025-10x.jpg	0.091	0
190	20190221-025-10x.jpg	0.053	0
191	20190221-025-10x.jpg	2.017	0
192	20190221-025-10x.jpg	3.733	0
193	20190221-025-10x.jpg	0.024	0
194	20190221-025-10x.jpg	0.002	0
195	20190221-025-10x.jpg	0.017	0
196	20190221-025-10x.jpg	1.428	0
197	20190221-025-10x.jpg	0.026	0
198	20190221-025-10x.jpg	0.146	0
199	20190221-025-10x.jpg	0.010	0
200	20190221-025-10x.jpg	0.029	0
