 	Label	Area	%Area
1	20190123-045-10X_crop.jpg	16454.019	0
2	20190123-045-10X_crop.jpg	2777.784	0
3	20190123-045-10X_crop.jpg	15.837	0
4	20190123-045-10X_crop.jpg	0.060	0
5	20190123-045-10X_crop.jpg	0.247	0
6	20190123-045-10X_crop.jpg	1.675	0
7	20190123-045-10X_crop.jpg	0.184	0
8	20190123-045-10X_crop.jpg	2.530	0
9	20190123-045-10X_crop.jpg	8.316	0
10	20190123-045-10X_crop.jpg	0.012	0
11	20190123-045-10X_crop.jpg	8.134	0
12	20190123-045-10X_crop.jpg	1.466	0
13	20190123-045-10X_crop.jpg	0.175	0
14	20190123-045-10X_crop.jpg	8.577	0
15	20190123-045-10X_crop.jpg	0.010	0
16	20190123-045-10X_crop.jpg	2.552	0
17	20190123-045-10X_crop.jpg	0.014	0
18	20190123-045-10X_crop.jpg	0.012	0
19	20190123-045-10X_crop.jpg	0.189	0
20	20190123-045-10X_crop.jpg	0.010	0
21	20190123-045-10X_crop.jpg	4.337	0
22	20190123-045-10X_crop.jpg	0.002	0
23	20190123-045-10X_crop.jpg	0.026	0
24	20190123-045-10X_crop.jpg	2.916	0
25	20190123-045-10X_crop.jpg	2.063	0
26	20190123-045-10X_crop.jpg	0.014	0
27	20190123-045-10X_crop.jpg	0.005	0
28	20190123-045-10X_crop.jpg	0.002	0
29	20190123-045-10X_crop.jpg	0.055	0
30	20190123-045-10X_crop.jpg	0.108	0
31	20190123-045-10X_crop.jpg	14.332	0
32	20190123-045-10X_crop.jpg	0.005	0
33	20190123-045-10X_crop.jpg	0.086	0
34	20190123-045-10X_crop.jpg	0.017	0
35	20190123-045-10X_crop.jpg	0.048	0
36	20190123-045-10X_crop.jpg	0.074	0
37	20190123-045-10X_crop.jpg	0.223	0
38	20190123-045-10X_crop.jpg	0.002	0
39	20190123-045-10X_crop.jpg	0.029	0
40	20190123-045-10X_crop.jpg	0.036	0
41	20190123-045-10X_crop.jpg	0.170	0
42	20190123-045-10X_crop.jpg	0.005	0
43	20190123-045-10X_crop.jpg	0.364	0
44	20190123-045-10X_crop.jpg	0.034	0
45	20190123-045-10X_crop.jpg	0.067	0
46	20190123-045-10X_crop.jpg	0.005	0
47	20190123-045-10X_crop.jpg	0.055	0
48	20190123-045-10X_crop.jpg	0.084	0
49	20190123-045-10X_crop.jpg	0.074	0
50	20190123-045-10X_crop.jpg	0.086	0
51	20190123-045-10X_crop.jpg	0.108	0
52	20190123-045-10X_crop.jpg	0.002	0
53	20190123-045-10X_crop.jpg	0.005	0
54	20190123-045-10X_crop.jpg	0.050	0
55	20190123-045-10X_crop.jpg	0.007	0
56	20190123-045-10X_crop.jpg	0.010	0
57	20190123-045-10X_crop.jpg	7.025	0
58	20190123-045-10X_crop.jpg	16.726	0
59	20190123-045-10X_crop.jpg	0.055	0
60	20190123-045-10X_crop.jpg	0.036	0
61	20190123-045-10X_crop.jpg	7.185	0
62	20190123-045-10X_crop.jpg	0.175	0
63	20190123-045-10X_crop.jpg	0.060	0
64	20190123-045-10X_crop.jpg	0.050	0
65	20190123-045-10X_crop.jpg	0.014	0
66	20190123-045-10X_crop.jpg	0.041	0
67	20190123-045-10X_crop.jpg	0.067	0
68	20190123-045-10X_crop.jpg	0.029	0
69	20190123-045-10X_crop.jpg	0.026	0
70	20190123-045-10X_crop.jpg	0.053	0
71	20190123-045-10X_crop.jpg	0.002	0
72	20190123-045-10X_crop.jpg	0.113	0
73	20190123-045-10X_crop.jpg	0.002	0
74	20190123-045-10X_crop.jpg	0.077	0
