 	Label	Area	%Area
1	20190221-015-10x.jpg	18510.524	0
2	20190221-015-10x.jpg	10372.080	0
3	20190221-015-10x.jpg	2475.571	0
4	20190221-015-10x.jpg	0.403	0
5	20190221-015-10x.jpg	2.901	0
6	20190221-015-10x.jpg	2.698	0
7	20190221-015-10x.jpg	1.699	0
8	20190221-015-10x.jpg	0.170	0
9	20190221-015-10x.jpg	0.022	0
10	20190221-015-10x.jpg	0.182	0
11	20190221-015-10x.jpg	0.400	0
12	20190221-015-10x.jpg	1.382	0
13	20190221-015-10x.jpg	5.930	0
14	20190221-015-10x.jpg	3.309	0
15	20190221-015-10x.jpg	12.202	0
16	20190221-015-10x.jpg	5.580	0
17	20190221-015-10x.jpg	0.247	0
18	20190221-015-10x.jpg	1.847	0
19	20190221-015-10x.jpg	0.290	0
20	20190221-015-10x.jpg	0.010	0
21	20190221-015-10x.jpg	29.685	0
22	20190221-015-10x.jpg	0.417	0
23	20190221-015-10x.jpg	0.283	0
24	20190221-015-10x.jpg	0.089	0
25	20190221-015-10x.jpg	0.232	0
26	20190221-015-10x.jpg	0.010	0
27	20190221-015-10x.jpg	0.002	0
28	20190221-015-10x.jpg	0.012	0
29	20190221-015-10x.jpg	0.005	0
30	20190221-015-10x.jpg	0.067	0
31	20190221-015-10x.jpg	0.043	0
32	20190221-015-10x.jpg	0.115	0
33	20190221-015-10x.jpg	0.034	0
34	20190221-015-10x.jpg	0.010	0
35	20190221-015-10x.jpg	0.005	0
36	20190221-015-10x.jpg	0.005	0
37	20190221-015-10x.jpg	23.369	0
38	20190221-015-10x.jpg	0.161	0
39	20190221-015-10x.jpg	0.005	0
40	20190221-015-10x.jpg	0.002	0
41	20190221-015-10x.jpg	0.010	0
42	20190221-015-10x.jpg	0.002	0
43	20190221-015-10x.jpg	0.129	0
44	20190221-015-10x.jpg	0.230	0
45	20190221-015-10x.jpg	0.173	0
46	20190221-015-10x.jpg	0.014	0
47	20190221-015-10x.jpg	0.067	0
48	20190221-015-10x.jpg	0.105	0
49	20190221-015-10x.jpg	0.007	0
50	20190221-015-10x.jpg	0.002	0
51	20190221-015-10x.jpg	0.002	0
52	20190221-015-10x.jpg	0.058	0
53	20190221-015-10x.jpg	0.041	0
54	20190221-015-10x.jpg	0.010	0
55	20190221-015-10x.jpg	0.048	0
56	20190221-015-10x.jpg	0.220	0
57	20190221-015-10x.jpg	0.036	0
58	20190221-015-10x.jpg	0.002	0
59	20190221-015-10x.jpg	0.050	0
