Sample.ID,TA,Mass,Type
20181112_Junk,2127.641382,59.4948,NA
20181112_CR1,2257.618836,59.4355,NA
20181112_CR2,2290.513357,55.3889,NA
,,,
,,,
,,,
,,,
,,,
theoretical CRM TA,2240.28,,
% error CRM1,0.773958451,,
% error CRM2,2.242280314,,
