sample,mass,salinity,Sample.ID,Type,Notes
20190529_JUNK,60.1553,29,JUNK,Junk,
20190529_CRM1,59.51,33.623,CRM1,CRM,
20190529_CRM2,59.6998,33.623,CRM2,CRM,
