 	Label	Area	%Area
1	20190221-060-10x.jpg	22910.602	0
2	20190221-060-10x.jpg	12494.500	0
3	20190221-060-10x.jpg	2720.876	0
4	20190221-060-10x.jpg	2.746	0
5	20190221-060-10x.jpg	2.070	0
6	20190221-060-10x.jpg	1.354	0
7	20190221-060-10x.jpg	0.002	0
8	20190221-060-10x.jpg	0.079	0
9	20190221-060-10x.jpg	0.005	0
10	20190221-060-10x.jpg	0.206	0
11	20190221-060-10x.jpg	0.002	0
12	20190221-060-10x.jpg	25.394	0
13	20190221-060-10x.jpg	0.122	0
14	20190221-060-10x.jpg	1.850	0
15	20190221-060-10x.jpg	0.050	0
16	20190221-060-10x.jpg	1.814	0
17	20190221-060-10x.jpg	0.594	0
18	20190221-060-10x.jpg	0.606	0
19	20190221-060-10x.jpg	0.716	0
20	20190221-060-10x.jpg	2.238	0
21	20190221-060-10x.jpg	0.005	0
22	20190221-060-10x.jpg	0.022	0
23	20190221-060-10x.jpg	0.005	0
24	20190221-060-10x.jpg	0.256	0
25	20190221-060-10x.jpg	9.363	0
26	20190221-060-10x.jpg	0.949	0
27	20190221-060-10x.jpg	0.448	0
28	20190221-060-10x.jpg	0.137	0
29	20190221-060-10x.jpg	0.012	0
30	20190221-060-10x.jpg	24.828	0
31	20190221-060-10x.jpg	0.017	0
32	20190221-060-10x.jpg	0.002	0
33	20190221-060-10x.jpg	0.002	0
34	20190221-060-10x.jpg	0.012	0
35	20190221-060-10x.jpg	0.002	0
36	20190221-060-10x.jpg	0.055	0
37	20190221-060-10x.jpg	0.007	0
38	20190221-060-10x.jpg	0.081	0
39	20190221-060-10x.jpg	0.005	0
40	20190221-060-10x.jpg	0.005	0
41	20190221-060-10x.jpg	0.108	0
42	20190221-060-10x.jpg	0.019	0
43	20190221-060-10x.jpg	0.029	0
44	20190221-060-10x.jpg	0.024	0
45	20190221-060-10x.jpg	0.002	0
46	20190221-060-10x.jpg	0.014	0
47	20190221-060-10x.jpg	0.002	0
48	20190221-060-10x.jpg	0.460	0
49	20190221-060-10x.jpg	1.124	0
50	20190221-060-10x.jpg	0.098	0
51	20190221-060-10x.jpg	0.043	0
52	20190221-060-10x.jpg	0.012	0
53	20190221-060-10x.jpg	0.062	0
54	20190221-060-10x.jpg	15.846	0
55	20190221-060-10x.jpg	0.225	0
56	20190221-060-10x.jpg	0.014	0
57	20190221-060-10x.jpg	2.082	0
58	20190221-060-10x.jpg	0.010	0
59	20190221-060-10x.jpg	0.017	0
60	20190221-060-10x.jpg	0.029	0
61	20190221-060-10x.jpg	0.012	0
62	20190221-060-10x.jpg	0.189	0
63	20190221-060-10x.jpg	0.242	0
64	20190221-060-10x.jpg	0.002	0
65	20190221-060-10x.jpg	0.304	0
66	20190221-060-10x.jpg	0.002	0
67	20190221-060-10x.jpg	0.014	0
68	20190221-060-10x.jpg	0.014	0
69	20190221-060-10x.jpg	0.022	0
70	20190221-060-10x.jpg	0.005	0
71	20190221-060-10x.jpg	0.125	0
72	20190221-060-10x.jpg	12.027	0
73	20190221-060-10x.jpg	0.700	0
74	20190221-060-10x.jpg	0.029	0
75	20190221-060-10x.jpg	0.079	0
76	20190221-060-10x.jpg	0.170	0
77	20190221-060-10x.jpg	0.079	0
78	20190221-060-10x.jpg	0.010	0
79	20190221-060-10x.jpg	0.012	0
80	20190221-060-10x.jpg	0.065	0
81	20190221-060-10x.jpg	0.170	0
82	20190221-060-10x.jpg	0.002	0
83	20190221-060-10x.jpg	0.002	0
84	20190221-060-10x.jpg	0.005	0
85	20190221-060-10x.jpg	0.002	0
86	20190221-060-10x.jpg	0.074	0
87	20190221-060-10x.jpg	0.002	0
88	20190221-060-10x.jpg	0.010	0
89	20190221-060-10x.jpg	0.014	0
90	20190221-060-10x.jpg	4.928	0
91	20190221-060-10x.jpg	0.149	0
92	20190221-060-10x.jpg	0.295	0
